ds,y
2019-11-12 19:10:00,1.66750654
2019-11-12 20:10:00,1.610340228
2019-11-12 21:10:00,1.570292765
2019-11-12 22:10:00,1.503757896
2019-11-12 23:10:00,1.482528366
2019-11-13 00:10:00,1.390047923
2019-11-13 01:10:00,1.435829028
2019-11-13 02:10:00,1.457638482
2019-11-13 03:10:00,1.436117009
2019-11-13 04:10:00,1.449674303
2019-11-13 05:10:00,1.610992864
2019-11-13 06:10:00,1.651711049
2019-11-13 07:10:00,1.589640355
2019-11-13 08:10:00,1.436056088
2019-11-13 09:10:00,1.440069337
2019-11-13 10:10:00,1.390533838
2019-11-13 11:10:00,1.218793717
2019-11-13 12:10:00,1.183181564
2019-11-13 13:10:00,1.070552843
2019-11-13 14:10:00,1.042688649
2019-11-13 15:10:00,0.923525307
2019-11-13 16:10:00,0.991702422
2019-11-13 17:10:00,1.075702034
2019-11-13 18:10:00,1.489435489
2019-11-13 19:10:00,1.464955552
2019-11-13 20:10:00,1.485291184
2019-11-13 21:10:00,1.392045151
2019-11-13 22:10:00,1.25157585
2019-11-13 23:10:00,1.182801878
2019-11-14 00:10:00,1.210234722
2019-11-14 01:10:00,1.071141902
2019-11-14 02:10:00,1.050677117
2019-11-14 03:10:00,1.040137798
2019-11-14 04:10:00,1.127146894
2019-11-14 05:10:00,1.127160205
2019-11-14 06:10:00,1.250039081
2019-11-14 07:10:00,1.17594103
2019-11-14 08:10:00,1.068168084
2019-11-14 09:10:00,1.044761769
2019-11-14 10:10:00,1.028582416
2019-11-14 11:10:00,1.081672746
2019-11-14 12:10:00,1.051614449
2019-11-14 13:10:00,1.104121631
2019-11-14 14:10:00,0.969725618
2019-11-14 15:10:00,1.032325939
2019-11-14 16:10:00,1.098295439
2019-11-14 17:10:00,1.239539635
2019-11-14 18:10:00,1.327850456
2019-11-14 19:10:00,1.32045034
2019-11-14 20:10:00,1.341668616
2019-11-14 21:10:00,1.291462687
2019-11-14 22:10:00,1.128703038
2019-11-14 23:10:00,1.051631998
2019-11-15 00:10:00,1.087962744
2019-11-15 01:10:00,1.019305948
2019-11-15 02:10:00,1.024983413
2019-11-15 03:10:00,1.046156351
2019-11-15 04:10:00,1.151378599
2019-11-15 05:10:00,1.19942193
2019-11-15 06:10:00,1.333081817
2019-11-15 07:10:00,1.276112272
2019-11-15 08:10:00,1.162119461
2019-11-15 09:10:00,1.213621128
2019-11-15 10:10:00,0.993571957
2019-11-15 11:10:00,0.965325958
2019-11-15 12:10:00,0.908159876
2019-11-15 13:10:00,0.903541832
2019-11-15 14:10:00,0.780005161
2019-11-15 15:10:00,0.854982846
2019-11-15 16:10:00,0.967156926
2019-11-15 17:10:00,0.952191693
2019-11-15 18:10:00,1.088773842
2019-11-15 19:10:00,1.191535685
2019-11-15 20:10:00,1.298539218
2019-11-15 21:10:00,1.277309672
2019-11-15 22:10:00,1.213176083
2019-11-15 23:10:00,1.281203657
2019-11-16 00:10:00,1.153196978
2019-11-16 01:10:00,1.213621128
2019-11-16 02:10:00,1.199468067
2019-11-16 03:10:00,1.182470478
2019-11-16 04:10:00,1.201236516
2019-11-16 05:10:00,1.256080173
2019-11-16 06:10:00,1.376380823
2019-11-16 07:10:00,1.320839146
2019-11-16 08:10:00,1.354203275
2019-11-16 09:10:00,1.338697685
2019-11-16 10:10:00,1.158336541
2019-11-16 11:10:00,1.115363777
2019-11-16 12:10:00,1.052294537
2019-11-16 13:10:00,0.880660629
2019-11-16 14:10:00,1.001325888
2019-11-16 15:10:00,0.832269915
2019-11-16 16:10:00,0.942485426
2019-11-16 17:10:00,1.033159697
2019-11-16 18:10:00,1.215433319
2019-11-16 19:10:00,1.22150068
2019-11-16 20:10:00,1.223111098
2019-11-16 21:10:00,1.197930485
2019-11-16 22:10:00,1.149083088
2019-11-16 23:10:00,1.171853364
2019-11-17 00:10:00,1.202589967
2019-11-17 01:10:00,1.278935889
2019-11-17 02:10:00,1.193440486
2019-11-17 03:10:00,1.176377538
2019-11-17 04:10:00,1.207306748
2019-11-17 05:10:00,1.328356392
2019-11-17 06:10:00,1.312692233
2019-11-17 07:10:00,1.445298717
2019-11-17 08:10:00,1.343283395
2019-11-17 09:10:00,1.354057358
2019-11-17 10:10:00,1.118305691
2019-11-17 11:10:00,1.033999259
2019-11-17 12:10:00,0.921935585
2019-11-17 13:10:00,0.874383742
2019-11-17 14:10:00,0.840887836
2019-11-17 15:10:00,0.795622109
2019-11-17 16:10:00,0.797476244
2019-11-17 17:10:00,0.934192335
2019-11-17 18:10:00,1.02797237
2019-11-17 19:10:00,1.221408745
2019-11-17 20:10:00,1.076656377
2019-11-17 21:10:00,1.080398548
2019-11-17 22:10:00,1.121626508
2019-11-17 23:10:00,1.093320493
2019-11-18 00:10:00,0.951790313
2019-11-18 01:10:00,0.973028886
2019-11-18 02:10:00,0.965527393
2019-11-18 03:10:00,0.965572286
2019-11-18 04:10:00,1.144066197
